,import requirements,output product,value,proportion
8365,C31 Furniture,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.06434159297296536,6.067707392708209e-05
8366,C32 Other manufactured goods,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.1789349608313628,0.0001687438769361223
8367,C3315 Repair and maintenance of ships and boats,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.002921577745625854,2.755181845272981e-06
8368,C3316 Repair and maintenance of aircraft and spacecraft,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.05010942281061673,4.725548454482219e-05
8369,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0646081798789438,6.092847760943795e-05
8370,"D351 Electricity, transmission and distribution","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.6493855570630078,0.0006124003717105284
8371,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0006999874583132754,6.60120286017025e-07
8372,E36 Natural water; water treatment and supply services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8373,E37 Sewerage services; sewage sludge,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.001542792689951028,1.4549242842286127e-06
8374,"E38 Waste collection, treatment and disposal services; materials recovery services","M692 Accounting, bookkeeping and auditing services; tax consulting services",3.823937802146385,0.003606148775503443
8375,E39 Remediation services and other waste management services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8376,"F41, F42 & F43 Construction","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.05793003003947806,5.463067594208333e-05
8377,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0006925584863696434,6.53114424660509e-07
8378,"G46 Wholesale trade services, except of motor vehicles and motorcycles","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8379,"G47 Retail trade services, except of motor vehicles and motorcycles","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8380,H491_2 Rail transport services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8381,"H493_5 Land transport services and transport services via pipelines, excluding rail transport","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.2133294439083251,0.00020117945236897643
8382,H50 Water transport services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.1170500114153935,0.00011038353058497966
8383,H51 Air transport services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.05607942158651304,5.288546727188732e-05
8384,H52 Warehousing and support services for transportation,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.001413194472790129,1.3327072199604962e-06
8385,H53 Postal and courier services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.02505954099036686,2.36322967926847e-05
8386,I55 Accommodation services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8387,I56 Food and beverage serving services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8388,J58 Publishing services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.01313220737839085,1.2384274014776085e-05
8389,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.00154274317727881,1.4548775915072533e-06
8390,J61 Telecommunications services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0009960213362489618,9.392938138463996e-07
8391,"J62 Computer programming, consultancy and related services","M692 Accounting, bookkeeping and auditing services; tax consulting services",19.56094307775572,0.018446866705820183
8392,J63 Information services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",9.33685990389805,0.008805087229868135
8393,"K64 Financial services, except insurance and pension funding","M692 Accounting, bookkeeping and auditing services; tax consulting services",86.82203586165859,0.08187716289043621
8394,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.1239821982732378,0.00011692090081494117
8395,K66 Services auxiliary to financial services and insurance services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",10.37526966805788,0.009784355275858293
8396,L683 Real estate services on a fee or contract basis,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8397,L68A Owner-Occupiers' Housing Services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8398,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0009409279605403329,8.873382330734837e-07
8399,M691 Legal services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.04006845493530825,3.778639119605256e-05
8400,"M692 Accounting, bookkeeping and auditing services; tax consulting services","M692 Accounting, bookkeeping and auditing services; tax consulting services",665.8480922247677,0.6279252976081046
8401,M70 Services of head offices; management consulting services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",25.4121247563664,0.023964799459257353
8402,M71 Architectural and engineering services; technical testing and analysis services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.391484496024666,0.00036918783960751474
8403,M72 Scientific research and development services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8404,M73 Advertising and market research services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.1127439310268945,0.0001063226992316326
8405,"M74 Other professional, scientific and technical services","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.01804022794254305,1.7012762568546143e-05
8406,M75 Veterinary services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8407,N77 Rental and leasing services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",3.774028306579603,0.0035590818315214775
8408,N78 Employment services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",1.221200282324572,0.0011516478903703233
8409,"N79 Travel agency, tour operator and other reservation services and related services","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8410,N80 Security and investigation services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8411,N81 Services to buildings and landscape,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8412,"N82 Office administrative, office support and other business support services","M692 Accounting, bookkeeping and auditing services; tax consulting services",184.2756604986309,0.17378040173384265
8413,O84 Public administration and defence services; compulsory social security services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8414,P85 Education services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.001249812025909902,1.1786300771719343e-06
8415,Q86 Human health services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8416,Q87 & Q88 Residential Care  & Social Work Activities,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0009964665681571224,9.397136879613832e-07
8417,"R90 Creative, arts and entertainment services","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.02391690939211051,2.2554742775830444e-05
8418,"R91 Libraries, archives, museums and other cultural services","M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8419,R92 Gambling and betting services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8420,R93 Sports services and amusement and recreation services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8421,S94 Services furnished by membership organisations,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0009680002957586593,9.128686871626659e-07
8422,S95 Repair services of computers and personal and household goods,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0009902894713876788,9.338884023255153e-07
8423,S96 Other personal services,"M692 Accounting, bookkeeping and auditing services; tax consulting services",0.0,0.0
8424,"A01 Products of agriculture, hunting and related services",M70 Services of head offices; management consulting services,0.0,0.0
8425,"A02 Products of forestry, logging and related services",M70 Services of head offices; management consulting services,0.0,0.0
8426,A03 Fish and other fishing products; aquaculture products; support services to fishing,M70 Services of head offices; management consulting services,0.0,0.0
8427,B05 Coal and lignite,M70 Services of head offices; management consulting services,0.0,0.0
8428,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,M70 Services of head offices; management consulting services,4.048373872307157,0.0008467322783699939
8429,B08 Other mining and quarrying products,M70 Services of head offices; management consulting services,0.07906742253059663,1.653724209666956e-05
8430,B09 Mining support services,M70 Services of head offices; management consulting services,0.0,0.0
8431,C101 Preserved meat and meat products,M70 Services of head offices; management consulting services,0.0481615574510308,1.0073166796503972e-05
8432,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",M70 Services of head offices; management consulting services,0.03893709407213612,8.14383636904995e-06
8433,C104 Vegetable and animal oils and fats,M70 Services of head offices; management consulting services,0.2526337996454266,5.28392879497397e-05
8434,C105 Dairy products,M70 Services of head offices; management consulting services,0.290108061203052,6.067716752059021e-05
8435,"C106 Grain mill products, starches and starch products",M70 Services of head offices; management consulting services,0.0,0.0
8436,C107 Bakery and farinaceous products,M70 Services of head offices; management consulting services,0.0003204859571442349,6.703081613449788e-08
8437,C108 Other food products,M70 Services of head offices; management consulting services,0.7866993361793766,0.00016454105829304328
8438,C109 Prepared animal feeds,M70 Services of head offices; management consulting services,0.0,0.0
8439,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,M70 Services of head offices; management consulting services,0.1235634347999171,2.5843746642829313e-05
8440,C1107 Soft drinks,M70 Services of head offices; management consulting services,0.0,0.0
8441,C13 Textiles,M70 Services of head offices; management consulting services,0.1675176513616185,3.5036932624945e-05
8442,C14 Wearing apparel,M70 Services of head offices; management consulting services,0.04076654073908338,8.526471865009676e-06
8443,C15 Leather and related products,M70 Services of head offices; management consulting services,0.07822801398175222,1.6361676712773526e-05
8444,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",M70 Services of head offices; management consulting services,0.607552866285306,0.00012707191552118247
8445,C17 Paper and paper products,M70 Services of head offices; management consulting services,60.87515460690481,0.012732262380464087
8446,C18 Printing and recording services,M70 Services of head offices; management consulting services,0.0,0.0
8447,C19 Coke and refined petroleum products,M70 Services of head offices; management consulting services,7.089646561944926,0.0014828256419935123
8448,"C203 Paints, varnishes and similar coatings, printing ink and mastics",M70 Services of head offices; management consulting services,0.09357007065843252,1.9570524268477112e-05
8449,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",M70 Services of head offices; management consulting services,0.05164487765793047,1.0801716023455563e-05
8450,C205 Other chemical products,M70 Services of head offices; management consulting services,7.844387420289919,0.0016406824671590151
8451,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",M70 Services of head offices; management consulting services,0.6133634025091094,0.00012828721053357927
8452,C20B Petrochemicals - 20.14/16/17/60,M70 Services of head offices; management consulting services,22.29483302279084,0.004663046288881389
8453,"C20C Dyestuffs, agro-chemicals - 20.12/20",M70 Services of head offices; management consulting services,0.03859111272114368,8.07147309756376e-06
8454,C21 Basic pharmaceutical products and pharmaceutical preparations,M70 Services of head offices; management consulting services,4.406281963840342,0.0009215900714863794
8455,C22 Rubber and plastic products,M70 Services of head offices; management consulting services,4.566921730174869,0.0009551884691728414
8456,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",M70 Services of head offices; management consulting services,0.0,0.0
8457,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",M70 Services of head offices; management consulting services,0.00819341774065598,1.7136834417985782e-06
8458,C241_3 Basic iron and steel,M70 Services of head offices; management consulting services,3.943889886368932,0.000824879068598083
8459,C244_5 Other basic metals and casting,M70 Services of head offices; management consulting services,0.009658650922731368,2.0201423484447078e-06
8460,C254 Weapons and ammunition,M70 Services of head offices; management consulting services,0.0,0.0
8461,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",M70 Services of head offices; management consulting services,6.941181000421772,0.0014517735239991982
8462,"C26 Computer, electronic and optical products",M70 Services of head offices; management consulting services,46.2306993106239,0.009669320718052663
8463,C27 Electrical equipment,M70 Services of head offices; management consulting services,72.49316313760083,0.015162211575771979
8464,C28 Machinery and equipment n.e.c.,M70 Services of head offices; management consulting services,8.926100999279958,0.0018669268388924031
8465,"C29 Motor vehicles, trailers and semi-trailers",M70 Services of head offices; management consulting services,23.26970094234027,0.004866943498147656
8466,C301 Ships and boats,M70 Services of head offices; management consulting services,0.0,0.0
8467,C303 Air and spacecraft and related machinery,M70 Services of head offices; management consulting services,0.009794312565403156,2.0485164797404014e-06
8468,C30OTHER Other transport equipment - 30.2/4/9,M70 Services of head offices; management consulting services,0.009656772268979829,2.019749421106106e-06
8469,C31 Furniture,M70 Services of head offices; management consulting services,0.1255506109596899,2.6259371842072098e-05
8470,C32 Other manufactured goods,M70 Services of head offices; management consulting services,18.69877445088816,0.003910917418431036
8471,C3315 Repair and maintenance of ships and boats,M70 Services of head offices; management consulting services,0.0,0.0
8472,C3316 Repair and maintenance of aircraft and spacecraft,M70 Services of head offices; management consulting services,0.0,0.0
8473,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,M70 Services of head offices; management consulting services,0.0,0.0
8474,"D351 Electricity, transmission and distribution",M70 Services of head offices; management consulting services,0.0,0.0
8475,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,M70 Services of head offices; management consulting services,0.0,0.0
8476,E36 Natural water; water treatment and supply services,M70 Services of head offices; management consulting services,0.0,0.0
8477,E37 Sewerage services; sewage sludge,M70 Services of head offices; management consulting services,0.0,0.0
8478,"E38 Waste collection, treatment and disposal services; materials recovery services",M70 Services of head offices; management consulting services,21.76630668074189,0.004552503061428282
8479,E39 Remediation services and other waste management services,M70 Services of head offices; management consulting services,0.0,0.0
8480,"F41, F42 & F43 Construction",M70 Services of head offices; management consulting services,2.36101934974443,0.0004938158767795406
8481,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,M70 Services of head offices; management consulting services,0.0006339278639850155,1.3258834325209042e-07
8482,"G46 Wholesale trade services, except of motor vehicles and motorcycles",M70 Services of head offices; management consulting services,0.0,0.0
8483,"G47 Retail trade services, except of motor vehicles and motorcycles",M70 Services of head offices; management consulting services,0.0,0.0
8484,H491_2 Rail transport services,M70 Services of head offices; management consulting services,0.0,0.0
8485,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",M70 Services of head offices; management consulting services,0.00336795109883941,7.044193538710425e-07
8486,H50 Water transport services,M70 Services of head offices; management consulting services,0.00997821041528377,2.086979391103876e-06
8487,H51 Air transport services,M70 Services of head offices; management consulting services,0.8314788029473321,0.00017390684838965213
8488,H52 Warehousing and support services for transportation,M70 Services of head offices; management consulting services,0.00965827390232255,2.020063493240169e-06
8489,H53 Postal and courier services,M70 Services of head offices; management consulting services,2.485939592281436,0.0005199434047485943
8490,I55 Accommodation services,M70 Services of head offices; management consulting services,0.0,0.0
8491,I56 Food and beverage serving services,M70 Services of head offices; management consulting services,0.0,0.0
8492,J58 Publishing services,M70 Services of head offices; management consulting services,2.509921144543239,0.000524959234567176
8493,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",M70 Services of head offices; management consulting services,2.515596458001772,0.000526146247241099
8494,J61 Telecommunications services,M70 Services of head offices; management consulting services,0.0,0.0
8495,"J62 Computer programming, consultancy and related services",M70 Services of head offices; management consulting services,136.8938214079794,0.028631846008208544
8496,J63 Information services,M70 Services of head offices; management consulting services,96.45524021543831,0.020173968088031017
8497,"K64 Financial services, except insurance and pension funding",M70 Services of head offices; management consulting services,299.294261317677,0.06259849504565557
8498,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",M70 Services of head offices; management consulting services,20.46007240414524,0.004279299360388353
8499,K66 Services auxiliary to financial services and insurance services,M70 Services of head offices; management consulting services,47.70673201731551,0.009978038384974408
8500,L683 Real estate services on a fee or contract basis,M70 Services of head offices; management consulting services,0.664927660109357,0.00013907206457558814
8501,L68A Owner-Occupiers' Housing Services,M70 Services of head offices; management consulting services,0.0,0.0
8502,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",M70 Services of head offices; management consulting services,0.1782830028944941,3.728854547454845e-05
8503,M691 Legal services,M70 Services of head offices; management consulting services,8.192971537219682,0.0017135901167095052
8504,"M692 Accounting, bookkeeping and auditing services; tax consulting services",M70 Services of head offices; management consulting services,189.1371053074914,0.039558720897002894
8505,M70 Services of head offices; management consulting services,M70 Services of head offices; management consulting services,2189.581669693757,0.45795905574313633
8506,M71 Architectural and engineering services; technical testing and analysis services,M70 Services of head offices; management consulting services,95.65093733553346,0.020005745183852144
8507,M72 Scientific research and development services,M70 Services of head offices; management consulting services,29.45367454304763,0.006160344310786228
8508,M73 Advertising and market research services,M70 Services of head offices; management consulting services,80.622511719636,0.016862494717508513
8509,"M74 Other professional, scientific and technical services",M70 Services of head offices; management consulting services,4.540265679953954,0.0009496132582738941
8510,M75 Veterinary services,M70 Services of head offices; management consulting services,0.0,0.0
8511,N77 Rental and leasing services,M70 Services of head offices; management consulting services,23.76146582474167,0.004969797931169869
8512,N78 Employment services,M70 Services of head offices; management consulting services,17.66986108021315,0.0036957164043753604
8513,"N79 Travel agency, tour operator and other reservation services and related services",M70 Services of head offices; management consulting services,0.0,0.0
8514,N80 Security and investigation services,M70 Services of head offices; management consulting services,0.0,0.0
8515,N81 Services to buildings and landscape,M70 Services of head offices; management consulting services,0.006728930613645812,1.4073805753120503e-06
8516,"N82 Office administrative, office support and other business support services",M70 Services of head offices; management consulting services,1200.655307121038,0.25112147143570135
8517,O84 Public administration and defence services; compulsory social security services,M70 Services of head offices; management consulting services,10.51790311475527,0.0021998581032626236
8518,P85 Education services,M70 Services of head offices; management consulting services,1.67862932061437,0.00035109149352662364
8519,Q86 Human health services,M70 Services of head offices; management consulting services,0.0,0.0
8520,Q87 & Q88 Residential Care  & Social Work Activities,M70 Services of head offices; management consulting services,0.009656588881436917,2.0197110649273213e-06
8521,"R90 Creative, arts and entertainment services",M70 Services of head offices; management consulting services,0.2530304602165089,5.292225096641895e-05
8522,"R91 Libraries, archives, museums and other cultural services",M70 Services of head offices; management consulting services,0.0,0.0
8523,R92 Gambling and betting services,M70 Services of head offices; management consulting services,0.0,0.0
8524,R93 Sports services and amusement and recreation services,M70 Services of head offices; management consulting services,0.0,0.0
8525,S94 Services furnished by membership organisations,M70 Services of head offices; management consulting services,0.1647429059003814,3.4456584410971585e-05
8526,S95 Repair services of computers and personal and household goods,M70 Services of head offices; management consulting services,0.0109136037627342,2.2826203484958527e-06
8527,S96 Other personal services,M70 Services of head offices; management consulting services,0.01612917477535879,3.3734761997128106e-06
8528,"A01 Products of agriculture, hunting and related services",M71 Architectural and engineering services; technical testing and analysis services,3.115362078536137,0.0009856017018514407
8529,"A02 Products of forestry, logging and related services",M71 Architectural and engineering services; technical testing and analysis services,0.03895215809937931,1.2323226753653672e-05
8530,A03 Fish and other fishing products; aquaculture products; support services to fishing,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8531,B05 Coal and lignite,M71 Architectural and engineering services; technical testing and analysis services,1.265758743337886,0.00040044590006480386
8532,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,M71 Architectural and engineering services; technical testing and analysis services,101.6457044313558,0.032157475358532625
8533,B08 Other mining and quarrying products,M71 Architectural and engineering services; technical testing and analysis services,4.732025920999984,0.001497062840006774
8534,B09 Mining support services,M71 Architectural and engineering services; technical testing and analysis services,2.218710872295817,0.0007019297136333447
8535,C101 Preserved meat and meat products,M71 Architectural and engineering services; technical testing and analysis services,0.1148822880977755,3.634511039402499e-05
8536,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",M71 Architectural and engineering services; technical testing and analysis services,0.06689005577285058,2.116189102412052e-05
8537,C104 Vegetable and animal oils and fats,M71 Architectural and engineering services; technical testing and analysis services,1.058876086419516,0.00033499479242401727
8538,C105 Dairy products,M71 Architectural and engineering services; technical testing and analysis services,0.02637346912278961,8.343728721048674e-06
8539,"C106 Grain mill products, starches and starch products",M71 Architectural and engineering services; technical testing and analysis services,0.1514360701749907,4.7909567081941916e-05
8540,C107 Bakery and farinaceous products,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8541,C108 Other food products,M71 Architectural and engineering services; technical testing and analysis services,0.2633308210816721,8.330951551223446e-05
8542,C109 Prepared animal feeds,M71 Architectural and engineering services; technical testing and analysis services,0.1008913784715814,3.191883056188873e-05
8543,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,M71 Architectural and engineering services; technical testing and analysis services,0.1068242416055671,3.3795800189912064e-05
8544,C1107 Soft drinks,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8545,C13 Textiles,M71 Architectural and engineering services; technical testing and analysis services,0.7308296162035507,0.00023121129914764724
8546,C14 Wearing apparel,M71 Architectural and engineering services; technical testing and analysis services,0.01187045409022966,3.7554349889811817e-06
8547,C15 Leather and related products,M71 Architectural and engineering services; technical testing and analysis services,0.1970178269972186,6.233018849442189e-05
8548,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",M71 Architectural and engineering services; technical testing and analysis services,1.377834918999305,0.00043590324553034293
8549,C17 Paper and paper products,M71 Architectural and engineering services; technical testing and analysis services,4.721629332529367,0.0014937736893296547
8550,C18 Printing and recording services,M71 Architectural and engineering services; technical testing and analysis services,0.003774845594897873,1.1942413590352117e-06
8551,C19 Coke and refined petroleum products,M71 Architectural and engineering services; technical testing and analysis services,1.860539178643868,0.000588615555625666
8552,"C203 Paints, varnishes and similar coatings, printing ink and mastics",M71 Architectural and engineering services; technical testing and analysis services,1.25993492344428,0.00039860342825776706
8553,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",M71 Architectural and engineering services; technical testing and analysis services,0.02918618856764423,9.233583897363199e-06
8554,C205 Other chemical products,M71 Architectural and engineering services; technical testing and analysis services,107.6813511642056,0.034066962455604206
8555,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",M71 Architectural and engineering services; technical testing and analysis services,4.434211968973822,0.0014028439561170364
8556,C20B Petrochemicals - 20.14/16/17/60,M71 Architectural and engineering services; technical testing and analysis services,346.2021964193667,0.10952738891139348
8557,"C20C Dyestuffs, agro-chemicals - 20.12/20",M71 Architectural and engineering services; technical testing and analysis services,0.7230727326715214,0.00022875726734732956
8558,C21 Basic pharmaceutical products and pharmaceutical preparations,M71 Architectural and engineering services; technical testing and analysis services,5.218476118606127,0.0016509602460032765
8559,C22 Rubber and plastic products,M71 Architectural and engineering services; technical testing and analysis services,8.809271204024629,0.0027869738643147746
8560,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",M71 Architectural and engineering services; technical testing and analysis services,1.361406224555883,0.00043070572794027113
8561,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",M71 Architectural and engineering services; technical testing and analysis services,4.016777474748795,0.0012707809285947252
8562,C241_3 Basic iron and steel,M71 Architectural and engineering services; technical testing and analysis services,104.945424936511,0.03320140221631965
8563,C244_5 Other basic metals and casting,M71 Architectural and engineering services; technical testing and analysis services,15.78810725937194,0.004994856132793994
8564,C254 Weapons and ammunition,M71 Architectural and engineering services; technical testing and analysis services,0.0619125225550793,1.9587157466099348e-05
8565,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",M71 Architectural and engineering services; technical testing and analysis services,153.9106545099922,0.04869244703954172
8566,"C26 Computer, electronic and optical products",M71 Architectural and engineering services; technical testing and analysis services,408.8257590080165,0.12933949688067828
8567,C27 Electrical equipment,M71 Architectural and engineering services; technical testing and analysis services,148.6167742232692,0.047017631307547034
8568,C28 Machinery and equipment n.e.c.,M71 Architectural and engineering services; technical testing and analysis services,190.5647033002972,0.06028862493371624
8569,"C29 Motor vehicles, trailers and semi-trailers",M71 Architectural and engineering services; technical testing and analysis services,36.0118330142231,0.011393001202058023
8570,C301 Ships and boats,M71 Architectural and engineering services; technical testing and analysis services,0.0004608572843644823,1.4580062038686022e-07
8571,C303 Air and spacecraft and related machinery,M71 Architectural and engineering services; technical testing and analysis services,13.038083003545,0.004124835724781143
8572,C30OTHER Other transport equipment - 30.2/4/9,M71 Architectural and engineering services; technical testing and analysis services,0.02009556926335227,6.35760042214424e-06
8573,C31 Furniture,M71 Architectural and engineering services; technical testing and analysis services,0.06804370447033964,2.1526868863267294e-05
8574,C32 Other manufactured goods,M71 Architectural and engineering services; technical testing and analysis services,1.221539201370768,0.0003864562402053112
8575,C3315 Repair and maintenance of ships and boats,M71 Architectural and engineering services; technical testing and analysis services,0.05023507549842477,1.589278377784836e-05
8576,C3316 Repair and maintenance of aircraft and spacecraft,M71 Architectural and engineering services; technical testing and analysis services,1.69719661926982,0.0005369391531898121
8577,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8578,"D351 Electricity, transmission and distribution",M71 Architectural and engineering services; technical testing and analysis services,2.061551786640527,0.0006522095660619093
8579,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,M71 Architectural and engineering services; technical testing and analysis services,0.001805063893245854,5.710649357231895e-07
8580,E36 Natural water; water treatment and supply services,M71 Architectural and engineering services; technical testing and analysis services,0.001943274362280012,6.147903422922263e-07
8581,E37 Sewerage services; sewage sludge,M71 Architectural and engineering services; technical testing and analysis services,0.003640933524682985,1.1518758294514849e-06
8582,"E38 Waste collection, treatment and disposal services; materials recovery services",M71 Architectural and engineering services; technical testing and analysis services,9.257642080932081,0.0029288241816134487
8583,E39 Remediation services and other waste management services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8584,"F41, F42 & F43 Construction",M71 Architectural and engineering services; technical testing and analysis services,54.64687571169654,0.0172885373656536
8585,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,M71 Architectural and engineering services; technical testing and analysis services,0.002750728492348493,8.702432061007303e-07
8586,"G46 Wholesale trade services, except of motor vehicles and motorcycles",M71 Architectural and engineering services; technical testing and analysis services,5.951700457880769e-08,1.8829291595388606e-11
8587,"G47 Retail trade services, except of motor vehicles and motorcycles",M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8588,H491_2 Rail transport services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8589,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",M71 Architectural and engineering services; technical testing and analysis services,1.562906613028475,0.0004944540566403598
8590,H50 Water transport services,M71 Architectural and engineering services; technical testing and analysis services,1.244674606707049,0.00039377554829779976
8591,H51 Air transport services,M71 Architectural and engineering services; technical testing and analysis services,0.6094214349454727,0.00019280160324389653
8592,H52 Warehousing and support services for transportation,M71 Architectural and engineering services; technical testing and analysis services,0.003657749161974519,1.1571957634798402e-06
8593,H53 Postal and courier services,M71 Architectural and engineering services; technical testing and analysis services,0.1183403578725329,3.743913393581614e-05
8594,I55 Accommodation services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8595,I56 Food and beverage serving services,M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8596,J58 Publishing services,M71 Architectural and engineering services; technical testing and analysis services,0.02080226967641296,6.581178007109587e-06
8597,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",M71 Architectural and engineering services; technical testing and analysis services,0.0,0.0
8598,J61 Telecommunications services,M71 Architectural and engineering services; technical testing and analysis services,0.4879671741963076,0.00015437732925140647
8599,"J62 Computer programming, consultancy and related services",M71 Architectural and engineering services; technical testing and analysis services,51.89354277966225,0.01641747019748298
8600,J63 Information services,M71 Architectural and engineering services; technical testing and analysis services,25.94170815345571,0.00820713325142401
8601,"K64 Financial services, except insurance and pension funding",M71 Architectural and engineering services; technical testing and analysis services,28.02444931338083,0.008866046462790697
